50,9,91.50097967305838
51,16,91.28583459441451
52,9,93.84265747123341
53,7,96.18641454702512
54,8,97.56553279220779
55,14,96.86321534502761
56,5,97.17065455213327
57,10,101.65883894759557
58,13,102.30993525867363
59,11,103.94130081678462
60,10,106.11494689802483
61,8,108.6921109225207
62,10,110.24287351163791
63,4,110.81864280175343
64,9,111.78108904641296
65,12,112.41505275989357
66,6,116.10100192495985
67,7,119.13741829623045
68,14,118.10329073190412
69,10,119.94767006749069
70,9,122.84300020471252
71,14,122.44781441032998
72,12,124.32090281035255
73,11,126.01054019059434
74,10,128.8187197434779
75,7,130.52742325895866
76,8,130.56182152196757
77,8,134.34118176998626
78,5,136.36664226128835
79,15,134.76628170063486
80,8,139.0631212540494
81,17,138.83756951376625
82,8,140.1266590824294
83,11,140.8332529768063
84,11,143.27118448577653
85,11,144.71503522640222
86,8,147.19908419375906
87,12,146.9296883168327
88,10,150.85357528410282
89,7,152.73036267596717
90,17,153.09622212246376
91,10,154.8335866319553
92,12,157.09955034417777
93,15,157.73070841084177
94,5,162.2180149647541
95,5,161.7131198409034
96,9,161.97366761647373
97,9,165.43030792629065
98,14,166.1059581000456
99,13,167.1375386559364
100,16,169.21243498726898
101,7,170.9168001625223
102,9,173.36803999037363
103,14,173.15362048011588
104,11,174.54276692546313
105,10,177.14447033819084
106,14,178.67119199834377
107,8,180.70030332349307
108,7,180.68895034528236
109,9,184.72371570193656
110,8,186.23972736460206
111,6,187.17180310312125
112,9,187.1305654928662
113,11,188.7272478110649
114,10,192.43146627740668
115,18,192.70491548349594
116,8,194.08928914345307
117,12,194.35570267863727
118,13,197.5077139490462
119,12,198.58336501243667
120,11,201.33929919912583
121,7,202.97265994681646
122,10,204.76083110092918
123,14,204.70145318704897
124,6,206.27524234693254
125,8,210.77443383350146
126,7,210.30884043701627
127,8,213.52999481033845
128,13,213.43295397444052
129,12,214.32888127800396
130,10,217.59269087302687
131,15,217.57292849359095
132,14,219.2928547832629
133,10,221.05435273446528
134,7,224.06085419549424
135,7,225.985444286218
136,8,225.70805050941897
137,12,226.02454168394195
138,16,229.2592316330577
139,13,230.48687681419096
140,10,231.42453718377567
141,11,233.3380518063363
142,12,235.39705059055171
143,8,237.74038601895978
144,22,238.63607287446894
145,8,240.24275866241078
146,11,241.5780286392261
147,8,244.3603050043539
148,11,245.29501359678545
149,7,247.44466941380728
150,5,250.3542144728916
